PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
0.9302935849101259,10/9/2024,14:00:47,3.032216090270573,5.743165809705662,"Menendez, Frank",1000091673.908103,Left,FLA_GAT,"Clayton, Brock",1000114557.049302,Left,FLA_GAT,Undefined,2.149092728885657,Bottom,-0.7131685255271772,1.7947117248360616,0.4414233816009967,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,1.2567584569127521,-0.26726395966760075,,82.26510787803866,-1.3241613068599092,0.35721872066172544,1906.0435403699798,134.23973249105055,10:30,7.881659223230123,0.9126963148069126,5.02071378867078,-28.442150490433065,14.567717515098382,-14.344749478352165,2.106851937466433,-0.47381476417177976,75.2105978259831,-6.711087033232061,-0.04715959096668343,-0.006400251696553005,,,,,,,,,,,,7.0902186906289035,8.720640518520751,-0.665523949950819,49.36649491172192,5.570508312148824,-1.215101962317589,-118.65255437139686,-4.188129708028282,11.887916561893155,22.61754089074048,-20.853631916475102,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20241008-CondronBallpark-Private-2,bdb86530-85c3-11ef-bbd3-b9b8f5704e85,79.50164502110798,,,5.351135081216855,,,,,,,0a6a90b9-986b-42e6-848b-adef0c5a534f,10/8/2024,19:17.4,2024-10-08T18:19:17.3664002-04:00,2024-10-08T22:19:17.3664002Z,,v3,471297.95040186157,471295.8968620632,,"Donay, Brody",701329.9417375855,Right,FLA_GAT,57620989-eefe-40a7-bf29-541f6a1f951e,56.64276002655769,-121.76899124746546,11.3706016469165,4.654632603517269,-3.934780674975138,-10.271986746696165,-0.3990051974285507,-2.307827777578272,3.7774630850624096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5.455402785956679,10/9/2024,14:00:37,1.370947200203422,2.7026218508894058,"Rowland, Blaine",1000102893.4681326,Right,FLA_GAT,"Boser, Bobby",804119.1370358178,Right,FLA_GAT,Undefined,6.278877607483974,Bottom,-0.08602468514027022,0.6519840679543049,0.7427271265823655,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,0.9158567504608093,0.6525307312174599,,92.4185484256063,-2.484724406679257,-1.5552739622709133,2255.3861356094617,204.5977465390933,12:45,5.458713559854086,0.3316034086956624,3.778537303957629,-14.480505425489792,18.359710028683974,7.04209793247819,3.164370814613499,1.6718898416166763,83.08693937699944,-6.4722465432500105,0.6351493465144626,1.5591194608893253,92.31764259005074,33.339518293719216,-26.518459936832294,2426.9702979154386,99.1707050782147,70.95529643033899,-49.253191609822885,354.0675913479936,279.41436163922435,-32.44309535924263,4.570419275657265,-4.241621637259248,11.388098421218613,-0.5280040714839928,49.34582638452458,7.709519218365909,-0.1959596761705361,-132.71508193737657,-5.388843796597076,-7.70539010785224,26.51917193392488,-11.795484655444305,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20241008-CondronBallpark-Private-2,e7d727a0-85ca-11ef-bbd3-b9b8f5704e85,88.64148896940884,95.5308069386818,,8.560236888412087,,,,2.9583761129587516,3.321064332452521,-2.9614180628918416,0a6a90b9-986b-42e6-848b-adef0c5a534f,10/8/2024,10:35.0,2024-10-08T19:10:35.0090498-04:00,2024-10-08T23:10:35.0090498Z,FlyBall,v3,471297.3384916335,471298.8521197543,,"Bullen, Cole",1000223061.1815783,Right,FLA_GAT,80c7f5be-5c1e-4b4d-be86-3ca51fb11c76,56.83803092989832,-133.68162587719183,11.359982319498751,5.8601257743775514,-4.789524259099324,-7.728557261373547,-2.0521063891677676,0.1562477860681074,-4.256643973444684,161.93189424871917,2.729422285633232,101.32731176505357,-21.204108077641454,4.740148564558023,0.24436893831095224,-0.5097507294506968,-1.879746453440399,-0.06712972950296218,-0.9647921587922071,2.3748339448430817,75.9373522039032,-19.13649016166863,2.181170138184279,1.7362239992858512,-1.2636416490510773,1.4795806446559778,-1.2951891415186296,0.5837483674236345,-0.1439720297040259,-49.344399324088556,4.033759330867117,-0.29719730648144627,1.108035182732761,-0.8096293541469535,0.9655578724507217,-0.23576680236388528,1.0960066866681748,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
1.7675286245857926,10/9/2024,14:00:45,2.032759714941995,-1.3068933715857778,"Rowland, Blaine",1000102894.1269186,Right,FLA_GAT,"Boser, Bobby",804121.7753375166,Right,FLA_GAT,Undefined,6.103017996276673,Bottom,0.06789262912524156,-2.3724622973431853,1.0815922664172235,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,2.063567970108486,0.44411145301846966,,91.34825886154671,-0.8465168520632529,1.5104527340491987,2253.9065941429767,205.0532055383447,12:45,5.143049426398711,-0.21907237149252823,4.597149832819908,-14.628911487398934,16.8123684671874,9.304758504178984,3.8951158582573213,-1.6033392523772796,83.84272044914508,-4.0661854603646495,2.517181143489637,-0.9592086546840058,92.2161351480874,34.128905709180884,-25.22789988500818,2425.9419560392375,97.87243082844967,69.10921995073744,-50.57492279173752,355.84587546476473,278.36643329655084,-30.88575426121811,6.029668336077978,-3.5017571129133174,10.10117400462857,0.762842472863249,50.08877493931769,4.5427594417689745,0.6414456948645327,-132.28287931003416,-4.020796232983913,-7.514461030912759,26.8002347070198,-13.710991785025094,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20241008-CondronBallpark-Private-2,e7d727a0-85ca-11ef-bbd3-b9b8f5704e85,87.54523881071835,97.33151749459776,,7.586551958642027,,,,2.1157090477026332,5.1850864945589965,-1.2507567152387349,0a6a90b9-986b-42e6-848b-adef0c5a534f,10/8/2024,10:35.0,2024-10-08T19:10:35.0090498-04:00,2024-10-08T23:10:35.0090498Z,FlyBall,v3,471296.0899619155,471296.91595417366,,"Bullen, Cole",1000223058.5154835,Right,FLA_GAT,80c7f5be-5c1e-4b4d-be86-3ca51fb11c76,55.53316363208605,-134.8205229500651,13.074132075807608,7.783280269780617,-3.51362632611742,-10.174897658776036,-1.523789488501608,2.316409490636122,-4.4478054721400415,160.89578167249354,3.4264764130156875,102.47964654776996,-21.869794483972544,2.548521858933701,-0.3178878204861712,-0.062464022692067696,0.34831194119507536,0.8024869994335323,0.05805196675465324,5.433231147429192,77.4218230783569,-15.572122259616187,-0.20216860121376534,-1.8134939960361087,-0.5027247911982766,0.2245752330197958,2.5429947925525904,0.39748876597003163,-0.9496582288367293,-46.17015110262048,4.185250825177297,0.9251238729406142,-0.48805644550707816,0.1742442552169715,1.3156790515654786,0.4324557613792685,0.846093962665166,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
3.44869316102393,10/9/2024,14:00:48,3.784156914359311,5.762686258103875,"Menendez, Frank",1000091673.756532,Left,FLA_GAT,"Clayton, Brock",1000114556.7251155,Left,FLA_GAT,Undefined,9.044384150447911,Bottom,-1.1490751962462964,1.260711926782793,1.8805305845096159,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,-0.37563157773040523,0.293636957935861,,80.89434124535974,-0.44024764794207405,1.2549538415535675,1907.4163486461541,136.06798555364713,10:30,7.8635133703867,1.811337536224015,4.550713165654482,-28.248557038351294,12.925758456880732,-13.329967453003695,4.021298223067633,1.193363018765136,76.10871778389283,-5.481078518512665,-1.3583407472076894,-0.3682216254005344,,,,,,,,,,,,6.372412815446328,8.353939850120229,0.4271409725813826,48.71639407918562,6.234380875891598,-3.2580667864688735,-119.51359011253331,-5.363069833694742,9.307871665920704,20.457471177183006,-19.995198877264425,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20241008-CondronBallpark-Private-2,bdb86530-85c3-11ef-bbd3-b9b8f5704e85,79.6284484879032,,,5.6591660842803435,,,,,,,0a6a90b9-986b-42e6-848b-adef0c5a534f,10/8/2024,19:17.4,2024-10-08T18:19:17.3664002-04:00,2024-10-08T22:19:17.3664002Z,,v3,471297.5030310121,471296.23892547394,,"Donay, Brody",701329.4486844891,Right,FLA_GAT,57620989-eefe-40a7-bf29-541f6a1f951e,56.54452086722485,-119.53038085986977,10.532093137171069,6.883815186251281,-4.6394242314197225,-9.88985133436669,0.3344522154487562,-1.444962826078297,5.711010140603235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6.2355453111906565,10/9/2024,14:00:50,2.2134924371160882,5.289937010395561,"Clemente, Jake",701360.4113183486,Right,FLA_GAT,"Cyr, Blake",701329.3956194445,Right,FLA_GAT,Undefined,7.002864253253627,Bottom,0.910444697483227,2.1441846125011623,0.8791331537163674,Sinker,Slider,BallCalled,Undefined,Undefined,Undefined,-0.5208019151098865,-0.9705992267684298,,87.01602869014184,0.20501217912410863,-2.614561621368063,2079.5676588047363,26.023155694332353,7:00,6.1516471301269355,2.1525032675988385,4.722304993668379,-42.986267979820866,-5.134039163918823,-3.605852215680581,2.3694290695406712,-0.1016362648377599,80.9459398610597,-9.101482708460141,-3.862960107987609,-0.6602985339094378,,,,,,,,,,,,-0.3688835492179442,-1.8202351805687222,-1.6097086909961398,50.06771963635255,6.951062904296623,6.627620820951225,-127.14468023388115,-3.100294537738659,1.907068990256641,22.381432780790004,-35.696574835335554,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20241008-CondronBallpark-Private-2,c25000a0-85c1-11ef-bbd3-b9b8f5704e85,85.33082534405021,,,4.748722004864508,,,,,,,0a6a90b9-986b-42e6-848b-adef0c5a534f,10/8/2024,05:06.4,2024-10-08T18:05:06.3831810-04:00,2024-10-08T22:05:06.3831810Z,,v3,471295.9495032886,471296.7489305422,,"Donay, Brody",701329.3233090945,Right,FLA_GAT,2175d9da-0245-4e28-b001-aad01c7d948e,56.49682829298683,-130.42046938277537,11.092021620495913,7.418092500847193,-2.363327427902106,-16.949637769260516,-3.3890711046998154,5.690263239410262,0.3009040131158183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5.987984524857409,10/9/2024,14:00:22,3.9607169354950758,3.951146585066509,"Menendez, Frank",1000091671.8389827,Left,FLA_GAT,"Myers, Kolt",10004504.685263203,Right,FLA_GAT,Undefined,5.534274322089638,Bottom,0.7434152642422953,-1.3308505829289345,1.179058983664874,ChangeUp,Changeup,BallinDirt,Undefined,Undefined,Undefined,1.0383973546696308,1.174759348823706,,82.02854916847984,-6.122466718109125,2.733481462484711,1979.6328186719559,135.13928519778167,10:30,6.902558315913108,-1.8617869728211627,5.159081667115276,-25.712570798213232,17.815207685623573,-13.434341553980534,-1.6140052611765723,0.19629761306889387,75.28501798505455,-9.159745267380847,-0.38109236813982106,0.24680584686314838,64.07466225235355,-0.5177559976116988,13.680817461915531,,,,,12.850368207680262,14.554600908888583,11.802543079541792,0.8766930100625161,7.212365359591428,8.520524220922502,0.2837070131518912,50.24612460925021,6.184105577765025,-4.0856534463097685,-117.13633402084054,-9.821860952905974,11.716362432721612,21.41217406904026,-16.44268329105968,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20241008-CondronBallpark-Private-2,f3d95c00-85c3-11ef-bbd3-b9b8f5704e85,79.83044983081058,2.23190727495298,,6.866081197595491,,,,3.1774488150826463,0.7960140997180061,-0.5301288428748558,0a6a90b9-986b-42e6-848b-adef0c5a534f,10/8/2024,20:48.4,2024-10-08T18:20:48.4299010-04:00,2024-10-08T22:20:48.4299010Z,GroundBall,v3,471296.87867809617,471298.15186406195,,"Donay, Brody",701331.6072228242,Right,FLA_GAT,a200a64b-2837-40e7-b62f-6b7ffdc70734,54.24342515160787,-119.4050164006487,7.954576714232349,5.7435502700826175,-10.758586945310082,-9.879794028194695,0.16337462741360198,-2.8447354288735665,5.3057915737854024,,1.3599608923355353,90.3179211099271,,,,,,,,0.2954850736491714,1.8494133125745251,,,,,,,,-0.08012771058350462,21.712167706712933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
7.401536813473186,10/9/2024,14:00:50,3.6011448190279856,4.0586250925149265,"King, Aidan",10118647.982495273,Right,FLA_GAT,"Brookins, Blake",1000136075.3078257,Left,FLA_GAT,Undefined,8.533659729974634,Top,-0.3012205612932739,2.404532435551112,0.5109903037452118,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0.800092249062227,-0.6719100651742922,,88.46600964143072,0.18009026304885595,0.7288620035226439,1834.695695861574,231.1124505321069,1:45,7.629286430886013,3.349585732912436,5.7275226596452,-26.47703786675945,11.696956844821424,12.219160507378113,3.8837851174919535,-0.8141315097794676,81.63371902412138,-6.155880447321521,-0.4631309727402369,1.5405127987172187,,,,,,,,,,,,-8.498402435160653,8.743166742883602,-2.083159959833542,50.24534301785377,5.559644719049564,4.97114814799247,-127.16935681648712,0.3327988887013844,-12.159693253126678,25.586610303697828,-21.803423155922594,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20241008-CondronBallpark-Private-2,33274d80-85c5-11ef-bbd3-b9b8f5704e85,83.19615374820755,,,8.644980849840376,,,,,,,0a6a90b9-986b-42e6-848b-adef0c5a534f,10/8/2024,29:44.3,2024-10-08T18:29:44.2745090-04:00,2024-10-08T22:29:44.2745090Z,,v3,471296.76764242153,471296.82840244746,,"Heyman, Luke",701326.813737705,Right,FLA_GAT,171a9988-fb0d-4890-8c8a-f3cfaa2679f5,54.26163956165376,-128.5256246804039,11.953466458293617,4.370456784437719,-3.530501999236633,-9.247565584774307,-0.7907884588954375,5.20194714245784,-6.778245124387065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7.303922883824842,10/9/2024,14:00:37,1.5187094627990478,2.43631426323179,"Rowland, Blaine",1000102893.7234682,Right,FLA_GAT,"Boser, Bobby",804119.5283467044,Right,FLA_GAT,Undefined,3.258655266049393,Bottom,0.6020285700353446,0.21211054990474373,-0.9081823061844186,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,0.252190593248633,0.34556923674328394,,92.6627234926245,-2.7133011590690383,-1.3556743373428333,2254.3314935247977,203.3424489032726,12:45,5.325793431378709,1.3613973651994353,2.695449545806688,-14.071296552241698,19.796207268351864,9.217326772339952,4.119998451288067,-0.42011373368111704,83.93261391310864,-3.6815153163849414,0.7909929592825473,-0.34701289197227303,92.41868603745355,35.74546171879147,-25.833571807104633,2426.3427931864603,98.49243478554722,70.75489102837565,-51.07855247025648,354.77268273247773,277.8279938192591,-31.299092591093647,3.3901604665904284,-1.8339097876304886,11.073863619523884,1.1444460402774577,49.99614185795029,6.819329693435914,0.9958161155694671,-133.69170308159798,-2.0806609892896444,-8.43043977538368,28.349278421723742,-13.433382715960047,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20241008-CondronBallpark-Private-2,e7d727a0-85ca-11ef-bbd3-b9b8f5704e85,88.17865246451994,96.3151832473068,,7.21495150941783,,,,1.2190731282324079,2.8003089507866035,-0.9060241797008689,0a6a90b9-986b-42e6-848b-adef0c5a534f,10/8/2024,10:35.0,2024-10-08T19:10:35.0090498-04:00,2024-10-08T23:10:35.0090498Z,FlyBall,v3,471296.7908659151,471297.52718983067,,"Bullen, Cole",1000223059.687593,Right,FLA_GAT,80c7f5be-5c1e-4b4d-be86-3ca51fb11c76,55.46284034376268,-134.39285221998153,12.005859798426163,5.947885879399314,-5.578746896289147,-4.901739804785292,-1.2343871042480843,0.25467857488495715,-1.1516716329028722,162.5347889369654,2.015138433286811,103.25332132117857,-20.304240314232903,4.363449424244166,0.47794345346532835,-0.07069912317555156,-1.4821925609019542,1.700049651236799,-0.35957799374406646,4.262114710682747,75.94945840728067,-20.363044335428093,-0.35976842363472583,-0.1852382390304061,2.344313558896134,0.5415952725878057,-0.5432642527733765,-1.26312453069038,0.21958953942658221,-48.14294105255682,5.0886472874087145,0.08620461960517789,0.8300962512944566,-0.7410481299930439,-1.3302663322697998,0.5774412195256781,0.4531978942214941,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
6.974692149323358,10/9/2024,14:00:54,4.763214035566479,3.414254929659116,"Menendez, Frank",1000091675.2089425,Left,FLA_GAT,"Clayton, Brock",1000114557.9756975,Left,FLA_GAT,Undefined,2.4013465344603104,Bottom,-0.11326623855339943,1.721563788276832,0.9345187859565058,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0.8045943004386987,-0.3577209104679578,,81.05276297601297,-1.8468188973389152,0.9765877622517136,1905.953810019689,135.13023554625687,10:30,6.661527511037643,-1.0347138499508313,5.4156355533874185,-26.662347159130885,16.314002862158603,-13.687784167699409,2.6398923470712248,-0.4288032180156789,74.20470500072604,-5.502452126309888,0.689984023884946,2.1817122811918814,,,,,,,,,,,,5.5526572502917535,9.030833660191076,0.9683389686194339,47.78926392113892,4.879875534223162,-1.1677658340050026,-117.91924792113873,-6.0757171236669185,10.71886932346745,22.084234202480157,-20.62991872652797,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20241008-CondronBallpark-Private-2,bdb86530-85c3-11ef-bbd3-b9b8f5704e85,80.72987526994858,,,7.038142548714938,,,,,,,0a6a90b9-986b-42e6-848b-adef0c5a534f,10/8/2024,19:17.4,2024-10-08T18:19:17.3664002-04:00,2024-10-08T22:19:17.3664002Z,,v3,471297.87371092965,471296.2673629834,,"Donay, Brody",701330.9679632662,Right,FLA_GAT,57620989-eefe-40a7-bf29-541f6a1f951e,55.00987473796929,-121.18448633608011,11.336685733319952,7.8271143026863985,-4.351593808071959,-11.370196884549735,-2.218928394326838,-4.11842534117655,5.267737123819725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10.69314641960823,10/9/2024,14:00:43,1.1053674414730688,3.810987055770588,"King, Aidan",10118649.591929825,Right,FLA_GAT,"Brookins, Blake",1000136077.266874,Left,FLA_GAT,Undefined,6.865714833849998,Top,2.1562356081181098,1.1841795550853154,0.28660570070082125,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,-0.4636112758433035,0.2645681224036713,,87.16998633483392,-1.3478978548601959,-1.8228543703391495,1833.682232820725,228.69617021435587,1:45,4.0976176818550005,0.6727114347067326,4.2098669105928535,-23.06324000890319,13.825067262238754,12.438167137109415,1.0721985175569675,1.3353028661325674,82.05383642959953,-5.7734004181675065,-0.16486288034321567,-0.03543297753849539,,,,,,,,,,,,-8.392977489987755,7.229607763988311,0.5499266592779759,51.44884253820793,5.193120346656988,4.919620685704288,-125.42778141435903,-2.556407180077681,-11.06034236262923,25.472987804737738,-19.885155374330385,FLA_GAT,FLA_GAT,CondronBallpark,TeamExclusive,Team,20241008-CondronBallpark-Private-2,33274d80-85c5-11ef-bbd3-b9b8f5704e85,87.38401229744954,,,5.467223105440416,,,,,,,0a6a90b9-986b-42e6-848b-adef0c5a534f,10/8/2024,29:44.3,2024-10-08T18:29:44.2745090-04:00,2024-10-08T22:29:44.2745090Z,,v3,471297.0110243171,471296.64422335726,,"Heyman, Luke",701326.7912153964,Right,FLA_GAT,171a9988-fb0d-4890-8c8a-f3cfaa2679f5,56.583506573901325,-126.82033229072763,10.648239715431464,4.765951494934168,-2.198381085920113,-11.680591847122626,-1.1105410386679284,5.432911430702017,-6.880060395779754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
